,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
1444,Jul 2016,Decent hotel with good service at acceptable rates.,"Decent hotel with good service at acceptable rates.
Stayed at 5th floor - still some traffic noise.
Air quality in area at elevators need to be improved.
Storage for business suits limited.
Shower - spilling of water into bathroom / shower head defect.",4.0,July 2016,business,P271OCPeter,2,,,3.0,4.0,4.0,4.0,3.0,3.0
1445,Jul 2016,Best Pleasant Experience,"This place is really a must try. Located in the center of Hitech City. The place is super good for a quite evening with friends. Great service I must say I have met the F&B Manager Mr Pankaj Yadav and should appreciate extremely almost care taken by the staff to the preference of the guest. I've been here almost several times and couldn't miss a chance to commend on the hospitality of the hotel and the staff.

I must say the drinks & the food is excellent. Other than the food & drinks these days I only go to meet the staff there because of their respect and care.

Good job Lemon Tree in identifying a perfect staff which is a USP for your hotel.",5.0,July 2016,friends,Artham N,6,,,5.0,5.0,,5.0,,
1446,Jul 2016,Very comfortable stay,It is very beautiful hotel .. Full of amazing staff .. I stayed for 2 days and I find the housekeeping services was excellent as compare to other hotels .. I would like to appreciate ms esha and ms mamta who has taken care of my room and my belonging ... Keep the good work on....,5.0,July 2016,business,kanthreddu,1,,"Hyderabad, India",,,,,,
1447,Jul 2016,Every Need,"I am in the middle of a five month stay in India - to bad I did not discover the Lemon Tree Hotel until mid way through the stay! SO many good things to say about this hotel, the people make the difference! For example Chef JP! He came to me and asked me what he could make special for me. After hearing my request he said I will need a day to prepare, the next night he surprised me with a wonderful meal. If you have a chance to stay at a Lemon Tree I suggest you do so, you will love it!",5.0,July 2016,business,remccoy,1,,"Hyderabad, India",5.0,5.0,5.0,,,
1448,Jul 2016,Nice hotel with positive energy as usual,"These guys have got it right and consistent across their facilities. Good decor, witty messaging, ambiance, food and everything at right price. Good place for business at business district of Hyderabad. Good clean well appointed rooms, courteous staff. Will recommend without a hesitation",5.0,July 2016,business,Chetan Tamhankar,69,18,"Mumbai, India",,,,,,
1449,Jul 2016,Lemon tree feedback,"Lemon tree is very communicative and very nearer to it corridor and international airport. I am very happy the facilities they provided like gym,swimming pool, service and especially food. One day I am very surprised the hotel staff celebrated my friend birthday, this is awesome and unforgettable.",4.0,July 2016,business,shhyam,1,,,,,,,,
1450,Jul 2016,Excellent location with outstanding hospitality,"Very elegant rooms with all basic amenities. The breakfast is very elaborate with many vegetarian items. High floor rooms have very good view.The front desk are excellent and special mention of Ms Mounika. They are available 24 hours and note down all your requirements. when you check in during day time, you will be offered fresh juice (two types) and you feel very refreshing. They can help you for car rentals and hotel is having their own cars
value for money",5.0,July 2016,business,Malladi S,1,,,5.0,4.0,,4.0,,
1451,Jul 2016,Not good enough,Being a platinum member I expected more. Checked in on 8th July and was given a shabby room with improper bathroom facilities. They don't even give u 2 devices to log into wifi . No fruit platter. .slow and unresponsive staff. Asked tor GM and was told none exists...No Duty Manager either. ..when I come to the lobby he is sitting around but refuses to talk on the phone....good property on the outside but would not stay again....,1.0,July 2016,business,Hardeep S,2,4,,,,,,,
1452,Jul 2016,Amazing stay,"I stayed in this hotel with my husband, he went on official tour, the hotel is full of amazing staff and environment. We really felt great, as the name its really refreshing as lemon. I would like to mention the name of one staff Ms. Esha who really made my stay comfortable cheers to,
Keep the good work on.......",5.0,July 2016,couple,samiksha g,1,,,,,,,,
1453,Jul 2016,Supeeerbb yameeee Haleeemmm..,"Nice receiving by Mr. Vikram Banala and Mr. Abhijeeth
Best Experieeeence with live Music.

Specially your attire is so cool and unity in diversity.

Very innovative Idea of Ramadan Celebration.

Hearty Congratulations for standing in Top 3 Hotels.",5.0,July 2016,friends,anilbathineni77,1,,"Hyderabad, India",,5.0,5.0,5.0,,
1454,Jul 2016,Best Iftar Party,"Receiving by MR. Vikram Banala is good. Amazing Iftar party organized by lemon tree premier Hotel... Quality was too good...

We Love to eat food at Lemon tree Hotel, many verities of food...

Keep Rocking Guys...",5.0,July 2016,business,sathivemula63,1,,"Hyderabad, India",5.0,5.0,,,5.0,
1455,Jul 2016,"""Good""","Very good hotel for stay , nice experience and friendly staff. Manoj Rawat.And i love to eat food at Lemontree, many verities of food items with excellent taste. Also convenient to stay I've stayed in this hotel recently for my business meetings... My experience was just too amazing firstly because of courteous services.It was an fantastic night stay.. at hyderabad. Top floor near to swimming pool... Enjoyed the service offered and cleanliness of the room was excellent.
Amazing food,Bar and ,Karaoke night was awesome.",5.0,July 2016,business,darshitj2,1,,,,,,,,
1456,Jul 2016,"Amazing stay, wonderfull staff","I had a chance to visit this hotel, it was a wonderful experience for me, i loved the staff, food, atmosphere as if I came to my own home.
It's truly called home away from home, the special credit goes to Ms. Esha in housekeeping a very polite lady who assisted me in makin my stay wonderfull,
Keep it up guyz",5.0,July 2016,business,sooraj k,1,,,,,,,,
1457,Jul 2016,IFTAR Party,"Amazing get together planned and implemented by Lemon Tree, all the arrangements were up to the mark, I thoroughly enjoyed the Kawali and food as well. special thanks to Unni who invited me for this event.

Regards
Sarthak",5.0,July 2016,friends,sarthak9,1,,"Hyderabad, India",5.0,5.0,,,,5.0
1458,Jul 2016,Lemon tree hyderabad . we went for ramzan iftar party .. Its just awesome,We went for ramzan iftar party at lemon tree premier hitech city . Super at lemon tree hitechcity hyderabad. Very gud ambians and also good khawwali.. Though food is not excellent but its good.. We had cool welcome and even they arranged for namaz dats one of pretty thing .. Abhijit and elazer prakash given us good compnay and they supported us alot,5.0,July 2016,business,Hydssss,8,,"Hyderabad, India",,,,,,
1459,Jul 2016,Yummy Food :),"Very good hotel for stay , nice experience and friendly staff. And i love to eat food at Lemontree, many verities of food items with excellent taste. Also convenient to stay , near to Hitech city and also inorbitmall.",4.0,June 2016,couple,sujatha218,1,,"Hyderabad, India",,4.0,4.0,,,4.0
1460,Jul 2016,Service with a smile at Lemon tree Premier,"I had the pleasure of staying at lemon tree premier in hitec city; Hyderabad. Good property, convenient location, & Courteous staff. Service with a smile. Must mention chef Jitendra and Rahis for making my fav egg curry which wasn't even on the menu. The coffee shop staff - vedvyas & his colleagues were quick and efficient in their service. The front desk staff agreed for a delayed check out without any fuss. I strongly recommend this hotel for business / pleasure.",4.0,July 2016,business,67manish2016,35,3,"Mumbai, India",,,,,,
1461,Jul 2016,Good hotel for stay,"Very good hotel for stay. Everything is good. Stayed for three days as a part of business travel. Very neat and clean hotel. The hotel is near to Hitech City, Madhapur. It was the first time I stayed in Lemon Tree. Enjoyed the behavior, food and almost everything of it.",5.0,June 2016,business,Jyoti R,4,,"Bengaluru, India",5.0,5.0,5.0,5.0,4.0,5.0
1462,Jul 2016,SO IMPRESSED!!!,"I'm staying at the Lemon Tree Hotel in Hyderabad India. They employee 37 deaf people to provide better lives for them. All of the staff are REQUIRED to learn sign language. It's taught at work. They have 27 locations and operate like this at all of the locations. The conversation I had with the Manager this morning was enlightening. They DO NOT call the deaf people ""disabled"", they call them ""Differently Abled"" because their skills are different than the hearing and actually do a better job than some of the hearing people. I am so impressed with this establishment and their leadership! I will definitely stay here the next time I come back to Hyderabad. #movedbytheirpassion",5.0,July 2016,business,Jim S,7,1,,,,,,,
1463,Jul 2016,Very friendly Hotel,I found myself in Hyderabad for a week on business and found the hotel and staff to be very friendly. At the end of each day I found staff in restaurants and the lounge came up and had genuine conversations. What was particularly impressive was the company policy of hiring 15% of their staff who were Deaf. This was supported by training co-workers in signing so that they could all work effectively together (and tell jokes about guests maybe?) All together a good experience in a strange city traveling alone.,4.0,June 2016,,andrewdownard,1,,"Ballarat, Australia",,,,,,
1464,Jul 2016,Worst,Your hotels have a peculiar lemon fragrance which is really strong and really difficult tonlive with. And your hotel is a small budget hotel but you do not have the rates of a budget hotel. I am never staying in your chain again and i will never recommend it to any one.,1.0,June 2016,business,siddharthg622,1,1,Delhi,2.0,1.0,3.0,1.0,1.0,1.0
1465,Jul 2016,Excellent experience,"I've stayed in this hotel recently for my business meetings... My experience was just too amazing firstly because of courteous services.It was an fantastic night stay.. at hyderabad. Top floor near to swimming pool... Enjoyed the service offered and cleanliness of the room was excellent.
Amazing food,Bar and ,Karaoke night was awesome.
Housekeeping Staff : Manoj Rawat , excellent support.",5.0,July 2016,business,Vivek K,2,,,5.0,5.0,,,5.0,
1466,Jun 2016,Lemon Tree - An Amazing Experience,"I've stayed in this hotel recently for my business meetings...
My experience was just too amazing firstly because of courteous services offered by their staff. I would like to mentioned one incident wherein I had terrible cold and cough and forgot to Carry my medicines with me, I've asked for an assistance from lemon tree staff to make an arrangement so that I could able to take steam along with cough syrup which they have arranged it seamlessly inspite of raining heavily outside especially when they have to arrange cough syrup from outside....

Rooms were exceptionally clean,tidy and ambience was too good...

I look forward for my another business meetings in Hyderabad with a memorable stay with Lemon Tree Premiere Hyderabad 😊😃",5.0,June 2016,business,Pooja_rasal,1,,"Mumbai (Bombay), India",5.0,5.0,5.0,5.0,4.0,5.0
1467,Jun 2016,Lemon tree always rocks,"It was an fantastic night stay.. at hyderabad. Top floor near to swimming pool... Enjoyed the service offered and cleanliness of the hotel
Check in was very easy and breakfast i like to stay again and again!!!",5.0,June 2016,business,rkmannai,1,,"Chennai (Madras), India",5.0,5.0,5.0,5.0,5.0,5.0
1468,Jun 2016,Nice property for business travellers to HITEC City,"Stayed at this property for a night while on a Business trip to Hyderabad
This property is recommended for business travellers who frequent Madhapur HITEC city.

Strengths
1. Lemon tree’s Commitment in providing equal growth opportunities to the differently abled people.
2. Special floor for women-Second floor is reserved for women
3. Green initiatives
4. Friendly, helpful and approachable staff
5. Choice of food options at their signature restaurants-Citrus Café, Kebab Theatre & Republic of Noodles
6. Plenty of restaurants (Karachi Bakery, Pizza Corner, Paradise Biriyani around the property)
7. Restricted access with the key card providing access only to the particular floor

Areas of improvement
1. Wifi access restriction to one device
2. Carpets are missing in the rooms",5.0,April 2016,business,sudhibhushan,1058,292,Bangalore,,5.0,5.0,5.0,,
1469,Jun 2016,Excellent service,"hi i m shabbir staying room no 817.for 2 days.
every thing is fine .room condition is fine specially i like your signage about environmental ,water saving .
emergency exite location in door is also nice .
service is eccelent .specially your employee Mr.Ali one of nice man.he give me very polite service look like chance to come agin.
just care on your employee who making your brand as his Crown.",5.0,June 2016,solo,s k,1,,,5.0,5.0,,,,5.0
1470,Jun 2016,Smart Hospitality,"Excellent service in Citrus Cafe and living rooms well hygiene maintained , delicious food , good presentation and cab facilities too available and in one roof all things will be full filled .

ALI Quite smartly handling with customer /guest , gentle and managing skill personnel and v look forward always to stay in lemon tree premier.",5.0,June 2016,solo,Kaiser S,1,,,,5.0,5.0,5.0,,
1471,Jun 2016,Value for money. Excellent service.. all facilities good,"Overall nice place and good value. Good breakfast spread.. Improvements : replenishment at breakfast buffet to improve, more options at ""made to order"" counter will be good. wifi should be allowed for at 2 devices at least ( laptop+ phone). this is basic for business travelers. Check in and check out to be made faster",4.0,June 2016,business,Kailash R,1,,,5.0,5.0,5.0,5.0,5.0,5.0
1472,Jun 2016,Cozy But Little Flaws,I had a pleasant stay here. Got every facility a person needs on weekend getaway. But there are few flaws such as the power keeps shutting down. The food takes times to get delivered. but overall the stay is amazing.,4.0,February 2016,friends,Sara M,3,1,,4.0,3.0,,,,3.0
1473,Jun 2016,Great Stay,. Rooms are comfortable and clean and done up as per your needs.The breakfast spread is good. I would specially thank Safdar for taking care of Looking forward to continue staying here when ever I am in Hyderabad. specially thank to manoj Krishna h.k,5.0,June 2016,family,Gomathy S,1,,,4.0,5.0,,,,5.0
1474,Jun 2016,Feel Like Home,"Warm Welcome. Cooperative staff. Some of the staff members are physically challenged -Deaf and Dumb.. Liked the CSR -Corporate Social Responsibility activity. They are trained and were working like very normal human being. I salute the Hotel Management for training them and making them part of normal day to day activity.

I would like to express my gratitude to Mr. Praveen Kumar ,Associate Director Sales to accommodate me at last moment ..

I would prefer to stay in Lemon Tree all across India.

Deepti Antani
Principal Consultant
KayZen Group",5.0,June 2016,business,deeptid777,1,,"Ahmedabad, India",5.0,5.0,5.0,5.0,5.0,5.0
1475,Jun 2016,Comfortable Stay,"Good rooms, good restaurant. Free wifi for only 1 device. Courteous staff, paid airport transfers, secure environment. Near to all major work areas. Great food joints nearby. Well stocked for essential toiletries in bathroom. Non smoking room",5.0,June 2016,business,Mahesh N,75,19,"Tirupati, India",,,,,,
1476,Jun 2016,D D Goyal,"I had a nice one week stay at Lemon tree Hyderabad. My family enjoyed very warm hospitality. Hotel staff was very caring and supporting. They prepared our favorite dishes out of menu. Vishnu, Tinku, Sumitra were so caring they became friends to my kids. We felt fully safe and comfortable at Hotel. We will continue to stay in Lemon tree hotels whenever we need to.",5.0,June 2016,family,DDGoyal,2,,,,,,,,
1477,Jun 2016,Comfortable stay,"Good location, very comfortable, excellent service, value for money.Located at the heart of IT hub in hyderabad. Nice ambience , very tasty food at Kabab theatre, Republic of noodles. To name in particular Manoj from house keeping was very polite and cheerful.",5.0,June 2016,business,475priyams,14,3,"Kolkata, India",4.0,5.0,,5.0,,
1478,Jun 2016,Great Place to stay,"Have been staying here for last 2 years have preferred this over Westin only because of the staff and the hospitality. Rooms are comfortable and clean and done up as per your needs.The breakfast spread is good. I would specially thank Safdar for taking care of my needs my SPA appointment etc...
Looking forward to continue staying here when ever I am in Hyderabad.",5.0,June 2016,business,SantoshAno,1,,"Mumbai, India",,5.0,5.0,,5.0,
1479,Jun 2016,"""Amazing place""","lemon tree premier is the one of the best hotel in hyderabad.the rooms are very comfortable and well equipped.awesome place with slounge.good food and excellent service.............specially thanks to sreedhar,naidu,sagar and very nice person rajesh.i enjoyed music,karakoe.....and will definitely stay here again.",5.0,May 2016,friends,renukapothala354,1,,"Visakhapatnam (Vizag), India",,5.0,5.0,4.0,,
1480,Jun 2016,Excellent service,"Lemon Tree Premier is really a nice hotel with enthusiastic staff team. The rooms were comfortable and well equipped.
A good place to stay in Hyderabad. I really enjoyed the stay and will definitely stay here again.",5.0,April 2016,business,Rahul Lal,1,,,,5.0,,5.0,4.0,
1481,Jun 2016,Awesome Place,"Amazing place with Slounge been the best...Food, Service and all is amazing.... Thanks a lot to the all staff ...so caring people....specially...Sridhar, Sagar and Naidu....thanks again....

Enjoyed music , pool, Karaoke... All are fun to have ...",5.0,June 2016,friends,AmitMuley,1,,"Hyderabad, India",,,,,,
1482,Jun 2016,"Excellent, except for the front desk","I would have given 5 stars to this hotel, for the overall experience, except for our experience with their Front Desk. So, my membership with their hotels entitles me to a free upgrade to a suite, based on availability at check in. When we checked in, we were told that all suites were booked for that night, but we could move into a suite for the following nights of our stay, which was perfect, especially since we were traveling with a little baby. The next day, when we asked the front desk for the new room number, the surprising response was ""no suites available... who told you you would get it... because I'm going to call and check..."" - essentially the next half hour was spent verifying 'my claim' and gave a really bad feeling. Of course, soon after they did move us to a suite but couldn't really answer my question as to how in 30 mins the status changed from ""no suites available"" to ""here are your keys"".

Other than that, an absolutely wonderful stay... special appreciation for the hotel's support in hiring people who cannot hear or speak but provide such wonderful and warm service!

On the suite experience - just fantastic. Very well designed, with an excellent layout giving a great sense of space. We were able to fit the babycot also in the bedroom (hotel provided) without any issues. TVs in the bedroom & living room were big at least 42""). Though we were on the 2nd floor and facing the main intersection, there was no traffic noise for the most part. The bathroom didn't come with a tub though, which I would have expected. All the other usual amenities were provided, including 2 bottles of drinking water each day, weighing scale in the bathroom and a yoga mat too!

Two points of feedback in case the hotel folks are actually reading this - (1) it would be good to have a curtain or some partition between the living room & bedroom, with the choice of closing it. (2) You could provide at least 2 hand towels by default, especially when its double occupancy.

Quick note on room service - we ordered a biriyani which most likely came from their Kebab Theater kitchen.. bad idea! I think its best to always go for their sandwiches / burgers or Asian food (from Republic of Noodles).",4.0,May 2016,family,kan_rach,385,28,"Mumbai, India",,5.0,,5.0,,5.0
1483,Jun 2016,SLOUNGE great things happen here,"Great bar with nice ambience, nice crowds, nice staff pool table n a smoking room. kareoke nights tues n satdays. just done a worthy meeting n a deal closed. thanks sridhar, naidu, sagar n others. super happy!",5.0,June 2016,business,KishoreTataworthy,34,3,"Hyderabad, India",,5.0,,5.0,5.0,
1484,Jun 2016,Excellent Service,"Lemon Tree is one of my fav hotels as I had my best ever hospitality experience there. All the staff remembers are really nice and friendly. It's one of the best so far though not a five star yet but the treatment I got there was no less than 7 star.

I would like to convey my special thanks to Hyder chef for giving me a celebrity like treatment.

Their Slounge and Citrus cafe are really amazing.For Occasional dinning i would recommend Citrus Cafe as the food and ambience is just awesome.

Overall it's worth staying .. and location is nice too .. it's on road and very near to the city's In Orbit Mall.",5.0,July 2015,business,tarunawadhwa,15,,"Hyderabad, India",5.0,5.0,,,,4.0
1485,Jun 2016,"Great Location and Friendly, Spacious Hotel in Hi-Tech City","This business hotel has a very cheerful ambiance and the room are reasonable in size.

The sleep quality was great.

The best part of my stay was the huge fitness center that was open all 24 hours.

The staff is helpful and friendly.

The rates are just right.",4.0,June 2016,business,Rajesh N,747,49,"Bengaluru, India",4.0,4.0,,4.0,,
1486,Jun 2016,They take care !,"I am travelling to Hyderabad and had a stomach infection and was struglling to decide what to eat. I had chat with in-room dinning staff ( Ms Lakshmi ) and she guided and made sure the chef makes dinner as per my requirements and taste.

Love the caring attitude of the hotel",5.0,May 2016,business,lovetotravel0803,12,6,New Delhi,,5.0,,5.0,5.0,
1487,Jun 2016,Very good hospitality,"Lemon tree is one of the best and professional hotel services.

It is good if you confirm your reservation bit early as sometimes they overbook the hotel and then transfer the booking to Redfox and vice versa.

Room quality is superb, you get all required things in place hence you don't really need to go out of the room for little things.

Service is again awesome, the response time is quick.

Overall very good experience. Value for money.",4.0,May 2016,business,Ritesh T,1,,"Bengaluru, India",,4.0,,,4.0,4.0
1488,Jun 2016,Excellent experience,The stay at hotel was made very comfortable by the staff of the hotel. The hotel is located at a prime location in HITECH city. The amenities are very good and the food served at the coffee shop is amazing.,5.0,May 2016,business,kaurupinder,25,2,"New Delhi, India",5.0,5.0,,5.0,,
1489,Jun 2016,Good business hotel with nice rooms,"We stayed here one night and the place was great! Check in was swift, sleep quality was fantastic, the twin beds are so spacious! The breakfast buffet was perfect and staff was amazing! helpful. cheerful, efficient, swift and they go out of there way to help out!",4.0,May 2016,family,anukriti d,51,43,ahmedabad,,5.0,4.0,5.0,,
1490,Jun 2016,Business & Luxury combined relaxation place,"Hotel looks awesome once you enter and also there is a warm welcome from the front desk. They take less than 2 mins to process your check-in and assist with the room.

The floors are secured with the access to the guests staying in that floor only.

I was working in US timings and so stayed most of the day time in the hotel. I had been to their Gym and Swimming pool which are maintained very well. Swimming dress is available at the front desk in case you are not carrying.

Also they have a good library of films to entertain which we can collect from the front desk and watch it using the DVD player in every room at no extra cost.

We need not worry about losing anything in the hotel as I experienced. I left my newly bought Lenevo mobile original charger and once I called them they asked me to email the address for couriering it. Housekeeping department is very effectively maintaining these items and on request they despatch to the address...I am really happy and appreciate their service..

There is a safe assembly area behind the hotel and it is very nice to spend some time peacefully. That area is very natural with rocks and trees. They had a swing tied to one tree in which I spent half an hour relaxing. It is very memorable",5.0,May 2016,business,Arunachalakani G,32,3,,5.0,5.0,,5.0,,
1491,Jun 2016,The hospitality is amazing here.,"The chefs are willing to go extra miles to incorporate your customized food orders. The hospitality is great and staff here are very warm and welcoming. The rooms are good and spacious and the hotel's cab service is also very good. Last but certainly not the least, the slounge, kabab theatre and republic of noodels restaurants are the main highlights of this hotel",5.0,January 2016,business,aman gujral,5,2,"Hyderabad, India",,5.0,,,5.0,5.0
1492,May 2016,The hospitality is awesome,"Tea Lounge offers a perfect example of how a space should make you feel at home.

5 stars for the customer service and settings of Tea Lounge of Lemontree Hyderabad.

All this without compromising on the quality of Tea and other beverages.",5.0,May 2016,business,Anurag B,2,,,,,,,,
1493,May 2016,Visiting again and again,"Great
Lunch, dinner buffet great
Roof top pool is cool
Spa services are ok
Cafe services at the lobby are fine
Front office is prompt and helpful
Rooms are spacious,well maintained and all accessories and amenities are well organised",4.0,May 2016,business,drmeghanath,8,4,,,,,,,
1494,May 2016,Three Cheers :),"Was there for four days with my family for a wedding I n Hyderabad. I must say this is one of the best hotels I stayed in. Starting from the rooms, spa, gym, banquets etc. And the food is superb. Amazing staff. And yes how can forget my special thanks to Ms. Sneha.",5.0,May 2016,family,Megha G,1,,,,,,,,
1495,May 2016,Beautiful hotel and good location,We had attended an event and have to say everyone was so friendly and helpful. Awesome experience overall. superb. The venue was very spacious. The food varieties was wide-spread and very yummy. Ambiance is welcoming. Surely a place to visit.,4.0,January 2016,family,Shruthi L,1,,,,4.0,,4.0,,4.0
1496,May 2016,very good business hotel,"the rooms are really big and cozy, however they do not have a carpet in the room, this makes the room a bit slippery especially when you are not aware. the food is very nice and quiet a few options. the swimming pool is really big and so you can really enjoy the swim and it is on the rooftop, however no view from the rooftop as it is enclosed.
staff very courteous, I had infact forgot my mobile charger and they took proper care and got it charged for me.",4.0,May 2016,business,Samresh S,70,20,"Mumbai, India",,4.0,,4.0,4.0,
1497,May 2016,good,"Every employee of this hotel are very dedicated! We enjoyed our stay. My child had nice manoj rawat Excellent house keeping. Excellent food. Good infrastructure. This hood for business, couples, families, friends,.....etc",5.0,May 2016,business,shrabanikhatua,1,,"Hyderabad, India",,5.0,5.0,5.0,,
1498,May 2016,Good stay in HITEC city,"I stayed in Lemon tree hotel for my business trip to hyderabad a couple of time this year. From Indian standards, the Hospitality and and general staff behaviour is excellent. The complimentary Breakfast and Dinner Buffet is excellent. The rooms are average, given the ratings and reputation of the hotel. I found them a bit stuffy.
Although I really agree with their green initiative to use recycled water for the toilets, it does look a bit repulsive. I would suggest that during recycle add some colour to the water which need not be environment unfriendly. The wifi is not good either. It keeps disconnecting at times. and they only allow one device per room.",4.0,May 2016,business,himalayas22,15,8,"Singapore, Singapore",4.0,5.0,3.0,,,
1499,May 2016,Fabulous stay...,"Nice hotel good staff owsome food
Stayed fr 2 days....would like to visit again. Rooms are decent and tidy. Restaurants r good. Had opted hotel vehicle fr sight seeing..Driver habib gAve lot of info..approach also good. Nice person..",5.0,May 2016,couple,Ganesh S,6,,"Goa, India",,,,,,
1500,May 2016,A fine dining,"One of the finest place to dine at if you are near Hitec city area. The ambience is amazing and the food quality is also great. On top of that, the service of the staff is very nice. Though a little expensive but worth it. Carry your business card, you might get a discount, if its applicable.",5.0,May 2016,family,Nishant M,145,79,"Nairobi, Kenya",,5.0,,,,4.0
1501,May 2016,Average,I stayed there for a week. Rooms are nice so as the house keeping. Best thing is it is in the mid of hi-tech city nearby to all major IT firms. It will cost you around 2500 per day. Cab service is costly.,3.0,May 2016,business,Mohitagrawal7,9,,,,,,,,
1502,May 2016,"""Exceptional treatment",I would like to say Thanks form Bottom of my Heart to all the Staff ..specially to Safdar..Managing Very well and i have received what ever help i Need from Him (To Book hotels...) It is the perceptive and friendly service that makes it worthwhile staying in this small family-run hotel. The owners and staff are social at just the right level,5.0,May 2016,business,Ganeshkhan,3,,"Bengaluru, India",,5.0,5.0,,,5.0
1503,May 2016,Nice stay and the staff are helpful,"This is my 3rd visit to this property and overall I liked it. As I might have said earlier its close to many IT companies, so for, business visitors a good place to stay. InOrbit mall is just couple of kilometers away, so the shopping freaks can just jump by.

Close to 'Paradise Biryani'. Check my other review on Paradise biryani center.. (Not as expected). But you can give it a try.

Try the food at 'Kebab Theatre"" within the hotel. It's good and you may want to come for more.",5.0,May 2016,business,thinkrajesh,70,8,"Mumbai, India",,5.0,5.0,,,5.0
1504,May 2016,Excellent place to stay,"Quite interesting
I was directed this place by one of my friends, its was a pleasant experience me and my family. The girl Neha was smart enough to handle my wife's expectations. There was a another quite interesting thing is thier bathroom in that floor, they named it as
FUN BATHROOM I was amazed by looking at this idea.
This is what i felt this place is really unique from other hotels.
Thank you guys",5.0,April 2016,family,balureddy54321,1,,"Bengaluru, India",,5.0,,5.0,5.0,
1505,May 2016,Terrible Service,"From Front Desk to Hosekeeping, Lemon Tree has set new benchmark for Terrible Service. The people at the Fromt Desk are both inefficeint and Rude. no cordination amongst themselves which leads to unwanted confusion. The Hosekeeping eomt rest umtil it cleans your room an would ring the door bell five times even after telling to comeback later (mentioning it with the time) amd when it does clean your room you would find neither the towels has been replaced nor the soaps are replaced nor the handwash is refilled or that matter neither the tea bags or the milk powders. Very dissapointed. this was my 3rd stay at the same hotel but I have never had this kind of an experience. But I was shocked this time.",2.0,May 2016,couple,bidit,1,,"Kolkata (Calcutta), India",4.0,3.0,2.0,3.0,3.0,3.0
1506,May 2016,Cheating People,"Hi All,
My experience with Lemon was not so good ambiance was good but i hate the part of cheating people indirectly. They will ask you to give 1000rs as a security money and will say that amount is refundable.Even the person who is attending you at the time of check-in will not tell u what next is going to happen is very surprising.The snacks(like teab bag,milk bag,sugar,biscuits and some namkeen) which usually every hotel provides u in room will be charged with 400rs to 500rs.Just be careful about if u ate those snacks u have to pay the amount and that amount is hidden they will not tell u.This is the only first hotel where i have seen this kind of cheapness.I had a very good image of Lemon tree earlier but now i come to know reality.",1.0,May 2016,couple,amarjeet02611,1,,"Hyderabad, India",,3.0,,,3.0,2.0
1507,May 2016,Nice business Hotel perfectly located,"I stayed in Hitec lemon tree for one night in Feb and four nights in March 2016. The main advantage for this hotel is the location. The hotel is bang in the middle of Hitec and is very short distance away from most of the offices in this area. My office was jsut 5 mins walk and it was so very convenient. The food is good, they have a massive breakfast buffet. Had alacarte dinner, the quantity and the quality of food was decent but a bit pricey.

All in all, it is a good hotel for business travellers with the basic amenities needed for a good night's stay.",4.0,March 2016,business,rsathya2000,10,7,"Chennai, India",,4.0,4.0,4.0,,
1508,May 2016,Below Expectations,"Listed as a 4 star, you're taken back with the poor communication of the reception staff, value for money is a big question mark, further the Bar Manager was unhospitable & refused a comfortable seat for a single customer, refused service in room suggested of carrying of the same by the customer.
Only positive is the Tattva Spa, Mudasir is a good guide , Sunita a professional healer
Might not ever avail seevices at this or the other group properties.

Seems only company sponsored people re forced to use the place",1.0,May 2016,solo,Parminder S,1,,,3.0,1.0,2.0,3.0,3.0,2.0
1509,May 2016,Some of the most courteous staff are here,"What makes your stay pleasant at the hotel is not just the ambience and the food, but also the presence of warm staff who are there at your beck and call and make sure that everything is perfect for you.
We stayed in the property for 10 days and needless to say, each and every single day was amazing. The staff here will make sure that you have everything and are ever-smiling. Their job is hard and they meet hundreds and thousands of people every single day, but they will make an extra effort to remember you and cater to you.

In Citrus Cafe where we had our food, we met Sarita (She is a manager) and is one of the happiest souls I have come across. Wonderful, amiable and always chatty, she makes your dining/lunching experience wonderful.

Another person, Pawan who often served us and we met him at Republic of Noodles too (The Pan-Asian restaurant) at Lemon Tree, was also very warm. He was extra courteous and it is always wonderful to be served by him.

Chef Ankit at Citrus Cafe was also very nice. He made sure we liked our food and one day even made us Chicken Stew on demand. It was not in the menu and I was craving it, so he promptly went and made it. That was a very wonderful gesture.

The rooms are spacious and you can order different pillows if you are not comfortable with the one you have. They have a pillow menu! We were not comfortable with the mattress provided because it was tooooo soft and so we got it changed to a harder version and this request was catered in less than ten minutes!

The rooms are always impeccably clean and the gym is very well equipped. The swimming pool is located in a very quiet rooftop area and is great to swim there because there are hardly any people!

The only qualm I have is the hand wash provided. It's called 'Sea Salt Hand Wash' and unfortunately smells really weird! I wish you could change it!",5.0,April 2016,couple,Angana Gohain B,3,2,"New Delhi, India",5.0,5.0,,,5.0,
